id,scrape_id,last_scraped,host_id,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,city,state,county,county_name,series_complete_pop_pct,series_complete_yes,completeness_pct,zip
18676360,20210427031817,2021-04-27,35489146,"Cambridge, Massachusetts, United States",The Port,42.36612,-71.10307,Entire apartment,Entire home/apt,6,350.0,2,8,22,37,37,2021-04-27,129,99.0,10.0,10.0,10.0,10.0,10.0,2,2.73,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
20074638,20210427031817,2021-04-27,55554594,"Cambridge, Massachusetts, United States",Riverside,42.36586,-71.10985,Entire house,Entire home/apt,5,175.0,2,13,37,63,153,2021-04-27,119,96.0,10.0,10.0,10.0,10.0,9.0,1,2.71,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
20419752,20210427031817,2021-04-27,145655051,"Cambridge, Massachusetts, United States",The Port,42.36565,-71.10005,Entire apartment,Entire home/apt,5,274.0,3,2,21,46,129,2021-04-27,137,97.0,10.0,10.0,10.0,10.0,9.0,1,3.14,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
20848838,20210427031817,2021-04-27,8530114,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.37272,-71.10535,Entire apartment,Entire home/apt,4,199.0,4,1,1,1,73,2021-04-27,35,100.0,10.0,10.0,10.0,10.0,10.0,3,0.83,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
21204503,20210427031817,2021-04-27,26693600,"Cambridge, Massachusetts, United States",Riverside,42.36658,-71.11473000000001,Entire townhouse,Entire home/apt,9,374.0,3,13,33,60,60,2021-04-27,91,99.0,10.0,10.0,10.0,10.0,9.0,1,2.25,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
21682941,20210427031817,2021-04-27,101409695,"Cambridge, Massachusetts, United States",Wellington-Harrington,42.37147,-71.08872,Entire condominium,Entire home/apt,2,240.0,4,15,20,20,20,2021-04-27,26,100.0,10.0,10.0,10.0,10.0,10.0,1,1.56,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
22099694,20210427031817,2021-04-27,159728840,"Cambridge, Massachusetts, United States",Riverside,42.36725,-71.1113,Entire house,Entire home/apt,5,359.0,4,15,27,40,40,2021-04-27,27,98.0,9.0,10.0,10.0,10.0,9.0,1,0.73,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
22216607,20210427031817,2021-04-27,8706284,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.37307,-71.11215,Entire apartment,Entire home/apt,3,199.0,3,0,0,0,0,2021-04-27,41,99.0,10.0,10.0,10.0,10.0,10.0,1,1.07,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
22265939,20210427031817,2021-04-27,162705378,"Cambridge, Massachusetts, United States",Cambridgeport,42.36245,-71.1051,Entire apartment,Entire home/apt,2,178.0,3,0,0,16,275,2021-04-27,148,95.0,10.0,10.0,10.0,10.0,9.0,4,3.66,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
30130868,20210427031817,2021-04-27,226407671,"Cambridge, Massachusetts, United States",The Port,42.364090000000004,-71.09851,Entire house,Entire home/apt,4,300.0,2,0,0,0,0,2021-04-27,11,98.0,10.0,10.0,9.0,10.0,9.0,2,0.44,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
30169164,20210427031817,2021-04-27,11982406,"Cambridge, Massachusetts, United States",Cambridgeport,42.362629999999996,-71.11001,Entire condominium,Entire home/apt,6,214.0,2,0,0,0,0,2021-04-27,46,99.0,10.0,10.0,10.0,10.0,10.0,2,1.57,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
33400638,20210427031817,2021-04-27,3667802,"Cambridge, Massachusetts, United States",Cambridgeport,42.36445,-71.10625,Entire apartment,Entire home/apt,7,210.0,4,1,9,15,224,2021-04-27,6,100.0,9.0,10.0,10.0,10.0,10.0,1,1.1,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
33789540,20210427031817,2021-04-27,254916391,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.37227,-71.11513000000001,Entire house,Entire home/apt,8,268.0,1,0,15,29,56,2021-04-27,27,95.0,10.0,10.0,10.0,10.0,9.0,1,1.11,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
33998489,20210427031817,2021-04-27,256714221,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.370259999999995,-71.10407,Entire apartment,Entire home/apt,4,180.0,1,7,7,7,7,2021-04-27,86,98.0,10.0,10.0,10.0,10.0,9.0,1,3.62,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
34057584,20210427031817,2021-04-27,176766689,"Cambridge, Massachusetts, United States",Cambridgeport,42.35815,-71.10906999999999,Entire apartment,Entire home/apt,2,100.0,2,0,0,8,41,2021-04-27,1,100.0,10.0,10.0,10.0,10.0,10.0,1,0.05,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
35635231,20210427031817,2021-04-27,8029934,"Cambridge, Massachusetts, United States",Neighborhood Nine,42.38482,-71.11952,Entire condominium,Entire home/apt,2,149.0,3,0,0,0,0,2021-04-27,4,100.0,10.0,10.0,10.0,10.0,9.0,1,0.18,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
39896724,20210427031817,2021-04-27,30490587,"Cambridge, Massachusetts, United States",East Cambridge,42.37028,-71.08637,Entire apartment,Entire home/apt,4,350.0,2,27,53,83,358,2021-04-27,4,100.0,10.0,10.0,10.0,10.0,10.0,1,0.26,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
45609891,20210427031817,2021-04-27,34301226,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.37212,-71.10981,Entire apartment,Entire home/apt,3,135.0,3,0,0,0,0,2021-04-27,1,100.0,10.0,10.0,10.0,10.0,10.0,1,0.15,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
46108993,20210427031817,2021-04-27,373675137,"Cambridge, Massachusetts, United States",West Cambridge,42.37468,-71.12210999999999,Entire apartment,Entire home/apt,3,151.0,2,8,29,48,196,2021-04-27,10,96.0,9.0,10.0,10.0,10.0,9.0,24,1.67,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
46172169,20210427031817,2021-04-27,374060072,"Cambridge, Massachusetts, United States",Riverside,42.37062,-71.11426999999999,Entire loft,Entire home/apt,4,319.0,3,14,44,74,349,2021-04-27,5,96.0,9.0,10.0,10.0,10.0,9.0,1,0.88,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
46780054,20210427031817,2021-04-27,45011296,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.36829,-71.10591,Entire guest suite,Entire home/apt,3,205.0,1,24,24,30,30,2021-04-27,1,100.0,10.0,10.0,10.0,10.0,10.0,5,0.34,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
47223523,20210427031817,2021-04-27,45011296,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.37043,-71.10384,Entire guest suite,Entire home/apt,2,195.0,3,10,40,70,70,2021-04-27,2,90.0,10.0,10.0,10.0,10.0,8.0,5,0.79,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
47538101,20210427031817,2021-04-27,270651080,"Cambridge, Massachusetts, United States",Wellington-Harrington,42.37285,-71.09933000000001,Entire apartment,Entire home/apt,4,87.0,2,4,25,55,55,2021-04-27,6,100.0,10.0,10.0,10.0,10.0,10.0,2,1.71,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
47703691,20210427031817,2021-04-27,886226,"Cambridge, Massachusetts, United States",Wellington-Harrington,42.37412,-71.0982,Entire apartment,Entire home/apt,2,85.0,4,0,0,0,0,2021-04-27,4,95.0,10.0,10.0,9.0,10.0,10.0,1,2.03,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
48030574,20210427031817,2021-04-27,21061615,"Cambridge, Massachusetts, United States",Mid-Cambridge,42.36872,-71.10489,Entire apartment,Entire home/apt,3,140.0,6,0,0,15,15,2021-04-27,1,100.0,8.0,10.0,10.0,10.0,10.0,1,1.0,CAMBRIDGE,MA,25025,Suffolk County,29.8,239177,87.8,02141
12318450,20210427031817,2021-05-03,66604416,"Cambridge, Massachusetts, United States",Cambridgeport,42.357690000000005,-71.10946,Entire condominium,Entire home/apt,2,121.0,1,6,26,54,114,2021-05-03,524,98.0,10.0,10.0,10.0,10.0,10.0,4,8.75,CAMBRIDGE,MA,25025,Suffolk County,34.0,273595,87.9,02141
18330818,20210427031817,2021-05-02,92004180,"Somerville, Massachusetts, United States",North Cambridge,42.38986,-71.11756,Entire apartment,Entire home/apt,2,120.0,2,11,24,50,50,2021-05-02,174,98.0,10.0,10.0,10.0,10.0,10.0,1,3.66,SOMERVILLE,MA,25017,Middlesex County,37.3,601779,87.9,02143
