,attracts,common,flower,fruit,leaf,water,genus,height,width,special_feature,scientific_name,description,soil_conditions,texture,temperature,emergence_days,maintenance,native_region,propagation,bloom_time,sun,problem_solvers,type,zones,family,color
5999,['none'],java waterdropwort,['showy'],['none'],['none'],"['medium', 'wet']",oenanthe javanica,[0],[1],"['ground cover', 'water plant', 'naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],['asia'],['none'],"['july', 'september']","['full sun', 'part shade']",['wet soil'],['herbaceous perennial'],"[3, 4, 5, 6, 7, 8]",apiaceae,['white']
6000,['none'],water celery,['showy'],['none'],['none'],"['medium', 'wet']",oenanthe javanica 'flamingo',[1],[2],"['ground cover', 'water plant', 'naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['july', 'september']","['part shade', 'full shade']",['wet soil'],['herbaceous perennial'],"[3, 4, 5, 6, 7, 8]",apiaceae,['white']
6001,"['birds', 'butterflies']",common evening primrose,['showy'],['none'],['none'],['medium'],oenothera biennis,[3],[2],['naturalize'],none,none,['none'],['none'],[0],[0],['medium'],['eastern north america'],['none'],"['june', 'september']","['full sun', 'part shade']",['drought'],['herbaceous perennial'],"[4, 5, 6, 7, 8]",onagraceae,['yellow']
6002,['none'],sundrops,['showy'],['none'],['colorful'],"['dry', 'medium']",oenothera fruticosa 'fyrverkeri',[1],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['may', 'june']",['full sun'],"['drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",onagraceae,['yellow']
6003,['none'],sundrops,['showy'],['none'],['none'],"['dry', 'medium']",oenothera fruticosa subsp. glauca,[1],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['eastern north america'],['none'],"['july', 'september']",['full sun'],['drought'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",onagraceae,['yellow']
6004,['none'],sundrops,['showy'],['none'],['colorful'],['dry'],oenothera fruticosa 'summer solstice',[1],[2],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['june', 'september']","['full sun', 'part shade']",['drought'],['herbaceous perennial'],"[3, 4, 5, 6, 7, 8]",onagraceae,['yellow']
6005,['none'],evening primrose,['showy'],['none'],['none'],"['dry', 'medium']",oenothera 'innoeno131' lemon drop,[0],[0],['ground cover'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed']","['june', 'september']",['full sun'],['drought'],['herbaceous perennial'],"[5, 6, 7, 8]",onagraceae,['yellow']
6006,['none'],evening primrose,['showy'],['none'],['none'],"['dry', 'medium']",oenothera kunthiana,[1],[0],['naturalize'],none,none,['none'],['none'],[0],[0],['medium'],"['texas', ', ', None, 'mexico', ', ', None, 'guatemala']","['division', 'seed']","['june', 'august']",['full sun'],['drought'],['herbaceous perennial'],"[6, 7, 8, 9]",onagraceae,"['whitish', 'pink']"
6007,['none'],evening primrose,['showy'],['none'],['none'],"['dry', 'medium']",oenothera 'lemon sunset',[2],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed']","['june', 'august']",['full sun'],['drought'],['herbaceous perennial'],"[5, 6, 7, 8]",onagraceae,"['lemon yellow fading', 'sunset orange']"
6008,['none'],evening primrose,['showy'],['showy'],['colorful'],"['dry', 'medium']",oenothera macrocarpa subsp. fremontii 'lemon silver',[0],[0],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed']","['june', 'september']",['full sun'],"['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6]",onagraceae,['lemon yellow']
6009,['none'],evening primrose,['showy'],['none'],['none'],"['medium', 'wet']",oenothera pilosella,[1],[1],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['central north america'],"['division', 'seed']","['june', 'july']",['full sun'],['none'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",onagraceae,['yellow']
6010,['none'],evening primrose,['showy'],['none'],['colorful'],"['dry', 'medium']",oenothera 'shimmer',[0],[1],['ground cover'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed']","['june', 'august']",['full sun'],"['drought', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",onagraceae,['yellow']
6011,['none'],missouri evening primrose,"['showy', 'fragrant']",['showy'],['none'],"['dry', 'medium']",oenothera macrocarpa,[0],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['southern and central united states'],['none'],"['may', 'august']",['full sun'],"['drought', 'clay soil', 'dry soil', 'shallow']",['herbaceous perennial'],"[3, 4, 5, 6]",onagraceae,['yellow']
6012,['none'],dwarf evening primrose,['showy'],['none'],['colorful'],"['dry', 'medium']",oenothera macrocarpa 'dwarf silver',[0],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['may', 'august']",['full sun'],"['drought', 'clay soil', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",onagraceae,['yellow']
6013,['none'],white evening primrose,['showy'],['showy'],['none'],"['dry', 'medium']",oenothera speciosa,[0],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],"['southwestern united states', None, ' to ', 'mexico']",['none'],"['may', 'july']",['full sun'],['drought'],['herbaceous perennial'],"[4, 5, 6, 7, 8]",onagraceae,"['white maturing', 'rosy pink']"
6014,['none'],white evening primrose,['showy'],['showy'],['none'],"['dry', 'medium']",oenothera speciosa 'rosea',[1],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['may', 'july']",['full sun'],['drought'],['herbaceous perennial'],"[4, 5, 6, 7, 8]",onagraceae,['pink with a yellow center']
6015,['none'],common olive,"['showy', 'fragrant']","['showy', 'edible']",['evergreen'],['medium'],olea europaea,[20],[15],['none'],none,none,['none'],['none'],[0],[0],['medium'],['mediterranean'],['none'],"['june', 'july']",['full sun'],['drought'],['fruit'],"[8, 9]",oleaceae,['white']
6016,['none'],navelwort,"['showy', 'good cut']",['none'],['none'],['medium'],omphalodes cappadocica,[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],['asia minor'],['none'],"['may', 'june']","['part shade', 'full shade']","['drought', 'heavy shade']",['herbaceous perennial'],"[6, 7, 8]",boraginaceae,['blue with white eye']
6017,['none'],navelwort,"['showy', 'good cut']",['none'],['none'],['medium'],omphalodes cappadocica 'starry eyes',[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['may', 'june']","['part shade', 'full shade']","['drought', 'heavy shade']",['herbaceous perennial'],"[6, 7, 8]",boraginaceae,['deep blue with white edges']
6018,['none'],sensitive fern,['none'],['none'],['none'],"['medium', 'wet']",onoclea sensibilis,[3],[3],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],['eastern north america'],['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade', 'clay soil', 'wet soil', 'black walnut']",['fern'],"[4, 5, 6, 7]",onocleaceae,['none']
6019,['none'],false gromwell,['showy'],['showy'],['none'],"['dry', 'medium']",onosmodium molle,[2],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],['eastern and southern united states'],['none'],"['june', 'july']","['full sun', 'part shade']",['none'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",boraginaceae,"['creamy white', 'yellowish green']"
6020,['none'],false gromwell,['showy'],['showy'],['none'],"['dry', 'medium']",onosmodium molle subsp. occidentale,[2],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],['north america'],['none'],"['june', 'july']","['full sun', 'part shade']",['none'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",boraginaceae,"['creamy white', 'yellowish']"
6021,['none'],dwarf lilyturf,['insignificant'],['none'],['none'],['medium'],ophiopogon japonicus,[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],"['japan', ', ', None, 'china']",['none'],"['june', 'july']","['part shade', 'full shade']","['drought', 'heavy shade', 'black walnut']",['herbaceous perennial'],"[7, 8, 9]",asparagaceae,"['white', 'lilac']"
6022,['none'],mondo grass,['insignificant'],['none'],['none'],['medium'],ophiopogon japonicus 'gyoku-ryu',[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['june', 'july']","['part shade', 'full shade']","['drought', 'heavy shade', 'black walnut']",['ornamental grass'],"[7, 8, 9]",asparagaceae,['lavender']
6023,['none'],mondo grass,['insignificant'],['none'],"['colorful', 'evergreen']",['medium'],ophiopogon japonicus 'variegatus',[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['june', 'july']","['part shade', 'full shade']","['deer', 'drought', 'heavy shade', 'black walnut']",['herbaceous perennial'],"[7, 8, 9]",asparagaceae,['pale lavender']
6024,['none'],mondo grass,['insignificant'],['none'],['none'],['medium'],ophiopogon planiscapus,[0],[0],['ground cover'],none,none,['none'],['none'],[0],[0],['medium'],['japan'],"['division', 'seed']","['july', 'august']","['full sun', 'part shade']",['drought'],['herbaceous perennial'],"[6, 7, 8]",asparagaceae,"['white, often tinted with lilac']"
6025,['none'],mondo grass,['insignificant'],['none'],['colorful'],['medium'],ophiopogon planiscapus 'nigrescens',[0],[0],['ground cover'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['july', 'august']","['full sun', 'part shade']",['drought'],['herbaceous perennial'],"[6, 7, 8]",asparagaceae,['pink']
6026,['none'],prickly,['showy'],['none'],['evergreen'],['dry'],opuntia aurea 'coombe's winter glow',[0],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['may', 'june']",['full sun'],"['drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[5, 6, 7, 8]",cactaceae,['magenta']
6027,['none'],prickly,['showy'],"['showy', 'edible']",['evergreen'],['dry'],opuntia compressa,[0],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['eastern and central united states'],['none'],"['june', 'july']",['full sun'],"['rabbit', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7, 8]",cactaceae,['yellow']
6028,['none'],prickly,['showy'],"['showy', 'edible']",['evergreen'],['dry'],opuntia humifusa,[0],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['eastern and central united states'],['none'],"['june', 'july']",['full sun'],"['rabbit', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7, 8]",cactaceae,['yellow']
6029,['none'],plains prickly pear,['showy'],"['showy', 'edible']",['none'],['dry'],opuntia macrorhiza,[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],"['united states', ', ', None, 'northern mexico']",['none'],"['june', 'july']",['full sun'],"['rabbit', 'drought']",['herbaceous perennial'],"[3, 4, 5, 6, 7, 8]",cactaceae,['yellow']
6030,['none'],oregano,"['showy', 'fragrant', 'good dried']",['none'],['fragrant'],"['dry', 'medium']",origanum 'bristol cross',[0],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['august', 'october']",['full sun'],['deer'],['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['purple with showy pink bracts']
6031,['none'],oregano,"['showy', 'fragrant']",['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum 'drops of jupiter',[1],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['july', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[4, 5, 6, 7, 8]",lamiaceae,['pink with purple sepals']
6032,['none'],oregano,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum 'hot and spicy',[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['july', 'august']",['full sun'],"['deer', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,"['white', 'purple']"
6033,['none'],oregano,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum 'kent beauty',[0],[0],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['june', 'september']",['full sun'],['deer'],['herbaceous perennial'],"[6, 7, 8]",lamiaceae,['pink']
6034,['butterflies'],oregano,['showy'],['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum vulgare,[1],[1],"['annual', 'ground cover', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],"['europe', ', ', None, 'asia']","['division', 'stem cuttings']","['july', 'october']",['full sun'],"['deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,['pinkish']
6035,['butterflies'],oregano,['showy'],['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum vulgare 'aureum',[0],[1],"['annual', 'ground cover', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['july', 'september']",['full sun'],"['deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,['pinkish']
6036,['butterflies'],oregano,['showy'],['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum vulgare 'aureum crispum',[0],[1],"['annual', 'ground cover', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['july', 'september']",['full sun'],"['deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,['pinkinsh']
6037,['none'],oregano,['showy'],['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum vulgare 'jim best',[0],[1],"['annual', 'ground cover', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'stem cuttings']","['july', 'september']",['full sun'],['drought'],['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,['pale pink']
6038,['none'],dittany of crete,"['showy', 'good dried']",['none'],['fragrant'],"['dry', 'medium']",origanum dictamnus,[0],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['crete'],['none'],"['june', 'august']",['full sun'],"['rabbit', 'deer', 'drought', 'dry soil']",['herbaceous perennial'],"[7, 8, 9]",lamiaceae,"['pink', 'purple']"
6039,['none'],ornamental oregano,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum laevigatum 'herrenhausen',[1],[1],"['annual', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'september']",['full sun'],"['rabbit', 'deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['purple']
6040,['butterflies'],marjoram,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum laevigatum 'hopleys',[1],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed', 'stem cuttings']","['july', 'august']",['full sun'],"['rabbit', 'deer', 'drought', 'erosion']",['herbaceous perennial'],"[7, 8, 9]",lamiaceae,['purplish']
6041,['butterflies'],marjoram,['showy'],['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum laevigatum 'silver anniversary',[0],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed', 'stem cuttings']","['july', 'september']",['full sun'],"['rabbit', 'deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[5, 6, 7]",lamiaceae,['pink']
6042,['none'],marjoram,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum libanoticum,[0],[1],['annual'],none,none,['none'],['none'],[0],[0],['low'],['lebanon'],"['division', 'seed', 'stem cuttings']","['june', 'september']",['full sun'],"['deer', 'drought']",['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['pink with pale green bracts']
6043,['none'],marjoram,['showy'],['none'],"['colorful', 'fragrant']","['dry', 'medium']",origanum 'norton gold',[1],[1],"['ground cover', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed', 'stem cuttings']","['july', 'august']",['full sun'],"['deer', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],"[5, 6, 7, 8]",lamiaceae,['pink']
6044,['none'],marjoram,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum 'rosenkuppel',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['low'],['none'],"['division', 'seed', 'stem cuttings']","['july', 'october']",['full sun'],"['deer', 'drought', 'erosion']",['herbaceous perennial'],"[5, 6, 7]",lamiaceae,['violet']
6045,['none'],sweet marjoram,['insignificant'],['none'],['fragrant'],"['dry', 'medium']",origanum majorana,[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['mediterranean and turkey'],['none'],"['july', 'august']",['full sun'],"['deer', 'drought']",['herbaceous perennial'],[9],lamiaceae,"['white', 'pale pink']"
6046,['none'],golden oregano,['insignificant'],['none'],['fragrant'],"['dry', 'medium']",origanum majorana 'aurea',[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],"['july', 'august']",['full sun'],"['deer', 'drought', 'dry soil', 'shallow']",['herbaceous perennial'],[9],lamiaceae,"['white', 'pale pink']"
6047,['none'],bible hyssop,['showy'],['none'],['none'],"['dry', 'medium']",origanum syriacum,[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['low'],['western asia'],['none'],"['july', 'august']",['full sun'],"['drought', 'clay soil']",['herbaceous perennial'],[9],lamiaceae,['white']
6048,['none'],russian oregano,['showy'],['none'],['fragrant'],"['dry', 'medium']",origanum vulgare subsp. gracile,[1],[1],"['annual', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['kyrgyzstan'],['none'],"['july', 'october']",['full sun'],"['deer', 'drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,"['white', 'pink']"
6049,['none'],greek oregano,['showy'],['none'],['fragrant'],['medium'],origanum vulgare subsp. hirtum,[0],[1],"['annual', 'ground cover', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],"['greece', ', ', None, 'turkey', ', ', None, 'aegean islands']",['none'],['july'],['full sun'],"['deer', 'drought', 'erosion']",['herbaceous perennial'],"[4, 5, 6, 7]",lamiaceae,['white']
6050,['none'],star of bethlehem,"['showy', 'fragrant']",['none'],['none'],['medium'],ornithogalum arabicum,[1],[1],['annual'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],"['june', 'july']","['full sun', 'part shade']",['none'],['bulb'],"[8, 9]",asparagaceae,['white']
6051,['none'],star of bethlehem,['showy'],['none'],['none'],['medium'],ornithogalum magnum,[1],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['medium'],['caucasus'],['none'],"['may', 'june']","['full sun', 'part shade']","['rabbit', 'deer']",['bulb'],"[5, 6, 7]",asparagaceae,['white']
6052,['none'],star of bethlehem,['showy'],['none'],['none'],['medium'],ornithogalum regale,[2],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['south africa'],['none'],"['june', 'august']","['full sun', 'part shade']",['shallow'],['bulb'],"[6, 7, 8, 9]",asparagaceae,"['cream', 'light green']"
6053,['none'],star of bethlehem,['showy'],['none'],['none'],['medium'],ornithogalum umbellatum,[0],[1],['naturalize'],none,none,['none'],['none'],[0],[0],['medium'],"['europe', ', ', None, 'northern africa', ', ', None, 'middle east']",['none'],"['may', 'june']","['full sun', 'part shade']",['none'],['bulb'],"[4, 5, 6, 7, 8]",asparagaceae,['white']
6054,['none'],giant summer hyacinth,"['showy', 'fragrant']",['none'],['none'],['medium'],ornithogalum candicans,[2],[2],['annual'],none,none,['none'],['none'],[0],[0],['medium'],['southern africa'],['none'],"['august', 'september']",['full sun'],['black walnut'],['bulb'],"[6, 7, 8, 9]",asparagaceae,['creamy white']
6055,['none'],golden club,['showy'],['none'],['none'],['wet'],orontium aquaticum,[1],[1],"['water plant', 'naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['eastern united states'],['none'],"['april', 'june']",['full sun'],['none'],['herbaceous perennial'],"[5, 6, 7, 8, 9]",araceae,['yellow']
6056,['none'],orostachys,['showy'],['none'],['none'],"['dry', 'medium']",orostachys aggregata,[0],[0],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['japan'],['none'],"['august', 'september']",['full sun'],['none'],['herbaceous perennial'],"[5, 6, 7]",crassulaceae,"['white', 'pale yellow']"
6057,['none'],duncecap,['showy'],['none'],['colorful'],"['dry', 'medium']",orostachys boehmeri,[0],[0],['naturalize'],none,none,['none'],['none'],[0],[0],['low'],['asia'],['none'],['september'],['full sun'],['dry soil'],['herbaceous perennial'],"[6, 7, 8, 9]",crassulaceae,['yellow']
6058,['none'],chinese violet cress,['showy'],['none'],['none'],['medium'],orychophragmus violaceus,[1],[1],"['annual', 'herb']",none,none,['none'],['none'],[0],[0],['medium'],['eastern asia'],['none'],"['may', 'june']",['full sun'],['none'],['herbaceous perennial'],"[7, 8, 9]",brassicaceae,['violet']
6059,['birds'],rice plant,['insignificant'],['none'],['colorful'],"['medium', 'wet']",oryza sativa 'red dragon',[1],[1],"['annual', 'water plant', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['august'],['full sun'],['none'],['annual'],"[2, 3, 4, 5, 6, 7, 8, 9, 10]",poaceae,['yellowish']
6060,['none'],devilwood,['showy'],['none'],['evergreen'],['medium'],osmanthus armatus,[12],[8],['hedge'],none,none,['none'],['none'],[0],[0],['medium'],['western china'],['none'],"['september', 'october']","['full sun', 'part shade']",['none'],['broadleaf evergreen'],"[7, 8]",oleaceae,['creamy white']
6061,['none'],fragrant olive,"['showy', 'fragrant']",['none'],['evergreen'],['medium'],osmanthus fragrans,[10],[10],['flowering tree'],none,none,['none'],['none'],[0],[0],['medium'],"['himalayas', ', ', None, 'japan', ', ', None, 'china']",['none'],['april'],"['full sun', 'part shade']","['drought', 'clay soil']",['broadleaf evergreen'],"[9, 10]",oleaceae,['white']
6062,['none'],fragrant tea olive,['fragrant'],['none'],['evergreen'],['medium'],osmanthus fragrans f. aurantiacus,[15],[8],['none'],none,none,['none'],['none'],[0],[0],['medium'],"['himalayas', ', ', None, 'japan', ', ', None, 'china']",['none'],['april'],"['full sun', 'part shade']",['none'],['broadleaf evergreen'],"[8, 9, 10]",oleaceae,['orange']
6063,['none'],fragrant tea olive,['fragrant'],['none'],['evergreen'],['medium'],osmanthus fragrans f. aurantiacus 'orange supreme',[10],[10],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['full sun', 'part shade']",['none'],['broadleaf evergreen'],"[8, 9, 10]",oleaceae,['orange']
6064,['none'],holly olive,"['showy', 'fragrant']",['none'],['evergreen'],['medium'],osmanthus heterophyllus,[8],[7],['none'],none,none,['none'],['none'],[0],[0],['medium'],['japan and taiwan'],['none'],['september'],"['full sun', 'part shade']","['drought', 'clay soil']",['broadleaf evergreen'],"[7, 8]",oleaceae,['white']
6065,['none'],holly olive,"['showy', 'fragrant']",['none'],"['colorful', 'evergreen']",['medium'],osmanthus heterophyllus 'variegatus',[8],[5],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['september'],"['full sun', 'part shade']","['drought', 'clay soil']",['broadleaf evergreen'],"[7, 8]",oleaceae,['white']
6066,['none'],sweet olive,['showy'],['none'],['evergreen'],['medium'],osmanthus suavis,[6],[4],['hedge'],none,none,['none'],['none'],[0],[0],['medium'],['southeastern asia'],['none'],"['april', 'may']","['full sun', 'part shade']",['drought'],['broadleaf evergreen'],[8],oleaceae,['white']
6067,['birds'],miagos bush,['none'],['showy'],['evergreen'],['medium'],osmoxylon lineare,[6],[6],['annual'],none,none,['none'],['none'],[0],[0],['low'],"['philippines', ', ', None, 'malaysia']",['none'],"['june', 'september']","['full sun', 'part shade']",['drought'],['broadleaf evergreen'],[10],araliaceae,['white']
6068,['none'],interrupted fern,['none'],['none'],['none'],"['medium', 'wet']",osmunda claytoniana,[2],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],"['north america', ', ', None, 'himalaya', ', ', None, 'china']",['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade']",['fern'],"[3, 4, 5, 6, 7]",osmundaceae,['none']
6069,['none'],royal fern,['none'],['none'],['none'],"['medium', 'wet']",osmunda regalis,[2],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['cosmopolitan'],['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade', 'wet soil']",['fern'],"[3, 4, 5, 6, 7, 8]",osmundaceae,['none']
6070,['none'],royal fern,['none'],['none'],['none'],"['medium', 'wet']",osmunda regalis 'cristata',[2],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade', 'wet soil']",['fern'],"[4, 5, 6, 7]",osmundaceae,['none']
6071,['none'],royal fern,['none'],['none'],['colorful'],"['medium', 'wet']",osmunda regalis 'purpurascens',[2],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade', 'wet soil']",['fern'],"[4, 5, 6, 7]",osmundaceae,['none']
6072,['none'],royal fern,['none'],['none'],['none'],"['medium', 'wet']",osmunda regalis var. spectabilis,[2],[2],"['naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['low'],['north and south america'],['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade', 'wet soil']",['fern'],"[3, 4, 5, 6, 7, 8]",osmundaceae,['none']
6073,['none'],cinnamon fern,['none'],['none'],['none'],"['medium', 'wet']",osmundastrum cinnamomeum,[2],[2],['none'],none,none,['none'],['none'],[0],[0],['low'],"['americas', ', ', None, 'eastern asia']",['none'],['non'],"['part shade', 'full shade']","['rabbit', 'heavy shade', 'black walnut']",['fern'],"[3, 4, 5, 6, 7, 8]",osmundaceae,['none']
6074,['none'],hop hornbeam,['insignificant'],['showy'],['none'],['medium'],ostrya carpinifolia,[40],[30],"['shade tree', 'street tree']",none,none,['none'],['none'],[0],[0],['low'],"['western asia', ', ', None, 'europe']",['none'],['april'],"['full sun', 'part shade']","['rabbit', 'deer']",['tree'],"[5, 6, 7, 8]",betulaceae,['yellowish']
6075,['none'],eastern hop hornbeam,['insignificant'],['none'],['none'],['medium'],ostrya virginiana,[25],[20],"['shade tree', 'street tree']",none,none,['none'],['none'],[0],[0],['low'],"['eastern north america', ', ', None, 'mexico']",['none'],['april'],"['full sun', 'part shade']","['deer', 'drought', 'clay soil']",['tree'],"[3, 4, 5, 6, 7, 8]",betulaceae,['red']
6076,['butterflies'],little pickles,['showy'],['none'],['none'],"['dry', 'medium']",othonna capensis,[0],[1],['ground cover'],none,none,['none'],['none'],[0],[0],['low'],['south africa'],['none'],"['may', 'september']",['full sun'],"['drought', 'erosion', 'dry soil', 'shallow']",['herbaceous perennial'],"[5, 6, 7, 8, 9]",asteraceae,['yellow']
6077,['none'],sorrel,['showy'],['none'],['none'],['medium'],oxalis articulata subsp. rubra,[0],[0],"['ground cover', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['medium'],"['paraguay', ', ', None, 'bolivia', ', ', None, 'argentina']","['division', 'seed']","['june', 'september']","['full sun', 'part shade']",['none'],['herbaceous perennial'],"[7, 8, 9]",oxalidaceae,['mauve pink']
